Asset No.,SNo.,Capitalization Date,Quantity,BUn,Asset Description,ODep.Start,   Cum.acq.value,      Accum.dep.,    End book val,Life,Class,Asset Class Description,Cost Ctr,Cost Center Desc,Dept,Location,GL Account,GL Account Description,  Start book.val,   Trans.acq.val,         PlndDep,   Pld.unpl.dep., Sep.pln.ord.dep, Sep.cum.ord.dep, Sep.cum.acq.val,   Trns.ord.dep.
2604,0,12/31/1986,1,PC,Crocodile Jack 5-ton cap.,12/31/1986,"17,458.00","-17,457.00",1,005/000,30700040,GEN-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-27,059.00","27,060.00",0
2602,0,9/27/1988,1,PC,Hydraulic Wire Cutter 700 kg/cm2,9/27/1988,"153,819.10","-153,818.10",1,005/000,30700040,GEN-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-27,059.00","27,060.00",0
2621,0,5/25/1990,2,PC,Block Snatch 8-ton cap 150,5/25/1990,"26,221.22","-26,220.22",1,005/000,30700040,GEN-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-307,699.00","307,700.00",0
2622,0,5/25/1990,2,PC,Block Snatch 8-ton cap 150,5/25/1990,"26,221.22","-26,220.22",1,005/000,30700040,GEN-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-94,814.00","94,815.00",0
2601,0,6/7/1990,1,PC,Bench Vise Adjustable Jaw Swivel,6/7/1990,"17,827.27","-17,826.27",1,005/000,30700040,GEN-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-7,188.00","7,189.00",0
2600,0,9/9/1990,1,PC,Hydraulic Wire Cutter 700 kg/cm2,9/9/1990,"153,819.13","-153,818.13",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-9,748.00","9,749.00",0
2619,0,6/18/1991,4,PC,Jack Hydraulic 5-ton cap,6/18/1991,"18,860.96","-18,859.96",1,005/000,30700040,GEN-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-7,911.50","7,912.50",0
2620,0,6/18/1991,4,PC,Jack Hydraulic 5-ton cap,6/18/1991,"18,860.97","-18,859.97",1,005/000,30700040,GEN-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-78,570.00","78,571.00",0
2617,0,11/30/1991,2,PC,Block Snatch Model:NG-1602 Sheave,11/30/1991,"36,522.60","-36,521.60",1,005/000,30700040,GEN-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-29,249.00","29,250.00",0
2618,0,11/30/1991,2,PC,Block Snatch Model:NG-1602 Sheave,11/30/1991,"36,522.60","-36,521.60",1,005/000,30700040,GEN-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,"9,695.00","-35,259.58","-9,400.67",0,"-9,400.67","-96,083.75","105,778.75","34,966.25"
2599,0,9/29/1992,1,PC,Air Compressor Model H5-20,9/29/1992,"75,613.34","-75,612.34",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-9,990.07","9,991.07",0
2598,0,11/12/1992,1,PC,Machinist Vise Swivel Base,11/12/1992,"9,272.73","-9,271.73",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-523,769.00","523,770.00",0
2616,0,1/3/1994,1,PC,Yamada Air Power Pump,1/3/1994,"60,338.70","-60,337.70",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-42,849.00","42,850.00",0
2595,0,5/20/1994,1,PC,Special Tool for Friction Type,5/20/1994,"1,350,418.93","-1,350,417.93",1,005/000,10700040,FOH-Tools and equipment,22100,UNLOADING,MTH,UL,164500,Tools and Equipment,1,0,0,0,0,"-42,849.00","42,850.00",0
2596,0,5/20/1994,,,Add'l.Cost:Special Tool for Friction,5/20/1994,"161,575.89","-161,575.89",0,005/000,10700040,FOH-Tools and equipment,22100,UNLOADING,MTH,UL,164500,Tools and Equipment,1,0,0,0,0,"-42,849.00","42,850.00",0
2645,0,8/10/1994,1,PC,"Chain Block, 3-Tonner",8/10/1994,"8,363.64","-8,362.64",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-12,799.00","12,800.00",0
2615,0,8/24/1994,2,PC,"Hoist,Lever,L4-505,1.5 Tons",8/24/1994,"10,340.00","-10,339.00",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-12,799.00","12,800.00",0
2644,0,9/9/1994,1,PC,"Chain Block, 5-Tonner",9/9/1994,"18,505.45","-18,504.45",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-12,799.00","12,800.00",0
2643,0,10/23/1995,2,PC,"Caliper,VernierMitotuyo#2198-2",10/23/1995,"10,823.64","-10,822.64",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-12,799.00","12,800.00",0
2614,0,12/13/1995,1,PC,"Disc Grinder,125mm Dia.220V,1020W",12/13/1995,"5,545.45","-5,544.45",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-12,799.00","12,800.00",0
2642,0,6/14/1996,2,PC,"Hoist,Coffing,1-1/2 Ton Cap.",6/14/1996,"15,781.82","-15,780.82",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-12,799.00","12,800.00",0
2641,0,8/10/1996,1,PC,"Welding Machine,220V,500A,43KVA",8/10/1996,"23,181.82","-23,180.82",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-12,799.00","12,800.00",0
2594,0,8/27/1996,1,PC,"Pump,Grease Lubricator,Lincoln",8/27/1996,"43,818.18","-43,817.18",1,005/000,10700040,FOH-Tools and equipment,22100,UNLOADING,MTH,UL,164500,Tools and Equipment,1,0,0,0,0,"-12,799.00","12,800.00",0
2613,0,9/13/1996,1,PC,"Swivel Base Util.Bench Vise,Jaw",9/13/1996,"5,045.45","-5,044.45",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-42,849.00","42,850.00",0
2640,0,10/17/1996,1,PC,"Washer,High Pressure Hot & Cold",10/17/1996,"82,563.64","-82,562.64",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-42,849.00","42,850.00",0
2639,0,10/18/1996,1,PC,"Vise,Bench (Stationary) Jaw Wid",10/18/1996,"10,356.36","-10,355.36",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-61,328.00","61,329.00",0
2610,0,3/26/1997,4,PC,"Hoist,Chain,1-Ton,PWB Anchor C-010",3/26/1997,"28,865.44","-28,864.44",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,"3,008,974.00",0,"-267,465.00",0,"-267,465.00","-2,340,318.41","5,349,292.41",0
2611,0,3/26/1997,1,PC,"Hoist,Lever,L4-505,1.5-Tons",3/26/1997,"7,989.55","-7,988.55",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-7,098.75","7,099.75",0
2612,0,3/26/1997,1,PC,"Hoist,Chain,2-Tons,PWB Anchor",3/26/1997,"10,309.09","-10,308.09",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-16,999.00","17,000.00",0
2638,0,6/25/1997,1,PC,"Wrench,Dig.Torq.3/4D;100-600lbs.",6/25/1997,"9,500.00","-9,499.00",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-16,999.00","17,000.00",0
2609,0,8/15/1997,2,PC,"Hoist,Lever,L4-505,1.5Ton,Vitac Jap.",8/15/1997,"10,890.91","-10,889.91",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-102,999.00","103,000.00",0
2637,0,8/20/1997,1,PC,"Pump,Air Ope.Grease,HP,Linc.M:926",8/20/1997,"42,220.91","-42,219.91",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-12,574.00","12,575.00",0
2635,0,9/3/1997,1,PC,"Drill,Press,12-Speed,3/4 cap(20mm)",9/3/1997,"10,863.64","-10,862.64",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-407,189.00","407,190.00",0
2634,0,1/9/1998,1,PC,Grinder Die Model 906H Makita,1/9/1998,"5,313.64","-5,312.64",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,0,0,0,0,0,"-407,190.00","407,190.00",0
2630,0,6/26/1998,1,PC,Wrench Rachet 1Drive,6/26/1998,"11,963.64","-11,962.64",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-7,499.00","7,500.00",0
2631,0,6/26/1998,1,PC,Wrench Rachet 1Drive,6/26/1998,"5,981.82","-5,980.82",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-13,286.50","13,287.50",0
2632,0,6/26/1998,1,PC,Wrench Rachet 1Drive,6/26/1998,"5,981.82","-5,980.82",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-13,286.50","13,287.50",0
2633,0,6/26/1998,1,PC,Wrench Rachet 1Drive,6/26/1998,"5,981.82","-5,980.82",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-9,198.00","9,199.00",0
2628,0,8/10/1998,1,PC,Electric Hand Drill 6301 220V,8/10/1998,"5,450.00","-5,449.00",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-9,198.00","9,199.00",0
2629,0,8/10/1998,1,PC,Bench Grinder 3/4 HP Block & Decker,8/10/1998,"6,072.73","-6,071.73",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-9,198.00","9,199.00",0
2627,0,10/9/1998,1,PC,Coffing Hoist 1.5 Ton Cap.,10/9/1998,"9,436.36","-9,435.36",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-12,068.00","12,069.00",0
2626,0,1/21/1999,2,PC,Wrench Torque 300ft/lb 3/4 drv,1/21/1999,"12,027.27","-12,026.27",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-9,198.00","9,199.00",0
2623,0,1/31/2000,1,PC,Block Snatch 8 Tons,1/31/2000,"7,727.27","-7,726.27",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-19,599.00","19,600.00",0
2624,0,1/31/2000,2,PC,Block Snatch 8 Tons,1/31/2000,"15,454.55","-15,453.55",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-19,599.00","19,600.00",0
2276,0,1/12/2001,1,PC,Ginder Angle Makita Model 90,1/1/2001,"6,790.00","-6,789.00",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-26,329.00","26,330.00",0
2283,0,4/26/2002,1,PC,Compressor Head SSCI Ingersol-Rand,5/1/2002,"43,900.00","-43,899.00",1,005/000,10700040,FOH-Tools and equipment,22101,UNLOADER 1,MTH,UL,164500,Tools and Equipment,1,0,0,0,0,"-26,329.00","26,330.00",0
2278,0,12/16/2002,2,PC,Grinder Disc 125mmD 220V 1020W,1/1/2003,"12,709.09","-12,708.09",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-7,374.00","7,375.00",0
2317,0,5/4/2004,1,PC,Standard Ratchet Handle 1-in. drive,5/1/2004,"5,450.00","-5,449.00",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-7,199.00","7,200.00",0
2320,0,5/4/2004,2,PC,Standard Ratchet Handle 1-in. drive,5/1/2004,"10,900.00","-10,899.00",1,005/000,10700040,FOH-Tools and equipment,22100,UNLOADING,MTH,UL,164500,Tools and Equipment,1,0,0,0,0,"-5,515.68","5,516.68",0
2312,0,5/20/2004,2,PC,Hoist Lever 1.5T cap. Model L4,6/1/2004,"26,663.64","-26,662.64",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-5,515.68","5,516.68",0
2309,0,8/12/2004,1,PC,Mechanical Puller 3 Jaws,8/1/2004,"8,122.73","-8,121.73",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-5,515.68","5,516.68",0
2330,0,10/8/2005,1,PC,Air Compressor 2HP,10/1/2005,"7,854.55","-7,853.55",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-5,515.68","5,516.68",0
2757,0,4/4/2010,,,"Inflatable Raft, brand new",4/1/2010,"325,892.86","-325,891.86",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-5,515.68","5,516.68",0
2812,0,4/30/2011,,,10C-027-B80-MTH INFLATABLE LIFE RAFT,5/1/2011,"258,928.57","-258,927.57",1,005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,MARINE,164500,Tools and Equipment,1,0,0,0,0,"-8,429.00","8,430.00",0
2905,0,4/26/2012,1,UN,"PORTABLE GAS DETECTOR, CROWCON TEERA 3 (MTH)",4/1/2012,"47,767.86","-47,766.86",1,003/000,10700040,FOH-Tools and equipment,21099,"Y&B, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-8,429.00","8,430.00",0
3077,0,7/26/2013,1,UN,"TOOLS, CUTTING OUTFIT OXY/ACE, ASSEMBLY (Y&B)",8/1/2013,"14,004.12","-14,003.12",1,005/000,10700040,FOH-Tools and equipment,21099,"Y&B, COMMON",MTH,MBERTH,164500,Tools and Equipment,1,0,0,0,0,"-8,429.00","8,430.00",0
3094,0,8/29/2013,1,UN,"GRINDER, MAKITA BRAND (MTH)",8/1/2013,"9,199.00","-9,198.00",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-8,429.00","8,430.00",0
3193,0,4/30/2014,1,UN,"GRINDER, DC411KA-DEWALT BRAND (MTH)",5/1/2014,"29,320.31","-29,319.31",1,005/000,10700040,FOH-Tools and equipment,21099,"Y&B, COMMON",MTH,YARD,164500,Tools and Equipment,1,0,0,0,0,"-9,859.00","9,860.00",0
3249,0,7/31/2014,1,UN,"BATTERY CHARGER, BRAND - CRESTON (MTH)",7/1/2014,"8,190.00","-8,189.00",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-8,499.00","8,500.00",0
3391,0,5/31/2015,1,UN,CUTTING OUTFIT ASSY FOR OXY/ACE (MTH),6/1/2015,"12,575.00","-12,574.00",1,005/000,10700040,FOH-Tools and equipment,21099,"Y&B, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-28,319.00","28,320.00",0
3404,0,6/30/2015,1,UN,CUTTING OUTFIT ASSY FOR OXY/ACE (MTH),6/1/2015,"13,287.50","-13,286.50",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-10,874.00","10,875.00",0
3411,0,6/30/2015,1,UN,INDUCTIVE PROXIMITY SENSOR – AC SWITCH  (ELE),7/1/2015,"12,069.00","-12,068.00",1,005/000,10700040,FOH-Tools and equipment,22100,UNLOADING,MTH,UL,164500,Tools and Equipment,1,0,0,0,0,"-8,435.00","8,436.00",0
3456,0,8/31/2015,1,UN,SOLDERING GUN – MODEL WELLER 8100UD 100W (MTH),9/1/2015,"7,200.00","-7,199.00",1,005/000,10700040,FOH-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-1,922,665.73","2,060,000.00",0
3446,0,8/31/2015,1,UN,"ANGLE GRINDER, BRAND-MAKITA, MODEL – N9500N (MTH)",8/1/2015,"9,199.00","-9,198.00",1,005/000,10700040,FOH-Tools and equipment,21099,"Y&B, COMMON",MTH,YARD,164500,Tools and Equipment,1,0,0,0,0,"-99,865.73","107,000.00",0
3621,0,12/31/2016,2,UN,"SENSOR: WIND MONITOR – HD, MODEL 05108 (MTH)",8/1/2016,"302,024.57","-302,023.57",1,005/000,10700040,FOH-Tools and equipment,22000,MAIN BERTH,MTH,MBERTH,164500,Tools and Equipment,1,0,0,0,0,"-302,023.57","302,024.57",0
3622,0,12/31/2016,2,UN,"METEOROLOGICAL TRANSLATOR, MODEL 26800 (MTH)",8/1/2016,"312,835.00","-312,834.00",1,005/000,10700040,FOH-Tools and equipment,22000,MAIN BERTH,MTH,MBERTH,164500,Tools and Equipment,1,0,0,0,0,"-312,834.00","312,835.00",0
3625,0,12/31/2016,1,UN,RIELLO UNINTERRUPTIBLE POWER SUPPLY (UPS) - ELE,8/1/2016,"195,000.00","-194,999.00",1,005/000,10700040,FOH-Tools and equipment,22000,MAIN BERTH,MTH,MBERTH,164500,Tools and Equipment,1,0,0,0,0,"-194,999.00","195,000.00",0
3626,0,12/31/2016,1,UN,RIELLO UNINTERRUPTIBLE POWER SUPPLY (UPS) - ELE,8/1/2016,"195,000.00","-194,999.00",1,005/000,10700040,FOH-Tools and equipment,22000,MAIN BERTH,MTH,MBERTH,164500,Tools and Equipment,1,0,0,0,0,"-194,999.00","195,000.00",0
3796,0,10/31/2018,1,PC,NITROGEN CHARGING GROUP; MODEL:CGAE-4;BRAND:HARRIS,10/1/2018,"87,318.00","-87,317.00",1,005/000,10700040,FOH-Tools and equipment,23000,BULLDOZERS,MTH,MPOOL,164500,Tools and Equipment,1,0,0,0,0,"-109,182.20","109,183.20",0
4147,0,8/31/2022,1,PC,"PORTABLE SLURRY/ENGINE DRIVEN PUMP (ATLAS COPCO),",9/1/2022,"850,000.00","-396,667.00","453,333.00",005/000,10700040,FOH-Tools and equipment,21099,"Y&B, COMMON",MTH,YARD,164500,Tools and Equipment,1,0,0,0,0,"-109,182.20","109,183.20",0
4179,0,12/31/2022,1,PC,"BATTERY CHARGER, REGULATED 30AMPS 24VDC",11/1/2022,"157,000.00","-68,034.00","88,966.00",005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,BARGE,164500,Tools and Equipment,1,0,0,0,0,"-109,182.20","109,183.20",0
4175,0,12/31/2022,1,PC,PORTABLE SLURRY/ENGINE DRIVEN PUMP CAPEX#200298,12/1/2022,"1,055,074.00","-439,615.00","615,459.00",005/000,10700040,FOH-Tools and equipment,21099,"Y&B, COMMON",MTH,YARD,164500,Tools and Equipment,1,0,0,0,0,"-109,182.20","109,183.20",0
4289,0,12/31/2023,1,PC,"BATTERY CHARGER, REGULATED 30AMPS 24VDC 440VAC",10/1/2023,"160,000.00","-40,000.00","120,000.00",005/000,10700040,FOH-Tools and equipment,22200,MARINE OPERATION,MTH,BARGE,164500,Tools and Equipment,1,0,0,0,0,"-116,864.07","116,865.07",0
4338,0,4/30/2024,1,SET,DRONE; DJI MAVIC AIR 3 FLY MORE COMBO (MTH),5/1/2024,"82,133.93","-10,951.93","71,182.00",005/000,10700040,FOH-Tools and equipment,21099,"Y&B, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-349,999.00","350,000.00",0
4370,0,8/31/2024,1,PC,"GREASE PUMP – AIR OPERATED, ARO LM2350E-42-B",8/1/2024,"96,030.00","-8,003.00","88,027.00",005/000,10700040,FOH-Tools and equipment,22101,UNLOADER 1,MTH,UL,164500,Tools and Equipment,1,0,0,0,0,"-481,156.00","481,157.00",0
4371,0,8/31/2024,1,PC,"GREASE PUMP – AIR OPERATED, ARO LM2350E-42-B",8/1/2024,"96,030.00","-8,003.00","88,027.00",005/000,10700040,FOH-Tools and equipment,22102,UNLOADER 2,MTH,UL,164500,Tools and Equipment,1,0,0,0,0,"-149,999.00","150,000.00",0
3042,0,4/30/2013,1,UN,"LADDER, FIBERGLASS, EXT., ROVER LCS 430 GFA 14'/25",5/1/2013,"14,580.00","-14,579.00",1,005/000,10700040,FOH-Tools and equipment,35000,PLANNING/ENGG,PLN,PLANNING,164500,Tools and Equipment,1,0,0,0,0,"-103,999.00","104,000.00",0
3875,0,6/30/2019,1,SET,ELECTRICAL RAIL TIE TAMPER; CAPEX NO. 200201,2/1/2019,"557,207.07","-557,206.07",1,005/000,10700040,FOH-Tools and equipment,35000,PLANNING/ENGG,PLN,PLANNING,164500,Tools and Equipment,1,0,0,0,0,"-478,977.43","478,978.43",0
4120,0,1/31/2022,1,UN,DIAMOND CORING TOOL DD120; HILTI; CAPEX200297,1/1/2022,"89,873.33","-53,925.33","35,948.00",005/000,10700040,FOH-Tools and equipment,33200,CIVIL,PLN,PLANNING,164500,Tools and Equipment,1,0,0,0,0,"-87,317.00","87,318.00",0
2922,0,6/30/2012,1,PC,"FLOWMETER, BUNKER,  EG LS5676-400A, OVAL FLOWPET",7/1/2012,"92,150.00","-92,149.00",1,005/000,10700040,FOH-Tools and equipment,23600,POWER SUPPLY,POWER,POWER,164500,Tools and Equipment,1,0,0,0,0,"-263,413.77","263,414.77",0
3316,0,11/30/2014,1,UN,"VISE, BENCH JAW 10”x 12” (MTH)",12/1/2014,"7,912.50","-7,911.50",1,005/000,10700040,FOH-Tools and equipment,23600,POWER SUPPLY,POWER,DGEN,164500,Tools and Equipment,1,0,0,0,0,"-119,999.00","120,000.00",0
3345,0,2/28/2015,1,SET,"GASKET PUNCHER , FACOM BRAND – 1 SET (MTH)",3/1/2015,"9,991.07","-9,990.07",1,005/000,10700040,FOH-Tools and equipment,23600,POWER SUPPLY,POWER,DGEN,164500,Tools and Equipment,1,0,0,0,0,"-119,999.00","120,000.00",0
4366,0,8/31/2024,1,PC,"DETECTOR, MULTI-GAS PORTABLE CROWCON T4",9/1/2024,"62,852.68","-4,190.68","58,662.00",005/000,30700040,GEN-Tools and equipment,43000,SAFETY,SAFETY,ADM BLDG,164500,Tools and Equipment,1,0,0,0,0,"-119,999.00","120,000.00",0
3146,0,12/31/2013,1,UN,"SENSOR,RESISTANCE TEMPERATURE DETECTOR (RTD), ELE",1/1/2014,"39,330.51","-39,329.51",1,005/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-119,999.00","120,000.00",0
3272,0,8/1/2014,1,SET,VIBROCONTROL 1500 - VIBRATION MONITORING  (ELE),8/1/2014,"432,259.82","-300,187.82","132,072.00",015/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-119,999.00","120,000.00",0
3273,0,8/1/2014,1,SET,VIBROCONTROL 1500 - VIBRATION MONITORING  (ELE),8/1/2014,"432,259.82","-300,187.82","132,072.00",015/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-119,999.00","120,000.00",0
3274,0,8/1/2014,1,SET,VIBROCONTROL 1500 - VIBRATION MONITORING  (ELE),8/1/2014,"432,259.82","-300,187.82","132,072.00",015/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-119,999.00","120,000.00",0
3275,0,8/1/2014,1,SET,VIBROCONTROL 1500 - VIBRATION MONITORING  (ELE),8/1/2014,"432,259.82","-300,187.82","132,072.00",015/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-133,999.00","134,000.00",0
3276,0,8/1/2014,1,SET,VIBROCONTROL 1500 - VIBRATION MONITORING  (ELE),8/1/2014,"432,524.51","-300,364.51","132,160.00",015/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-133,999.00","134,000.00",0
3277,0,8/1/2014,1,SET,VIBROCONTROL 1500 - VIBRATION MONITORING  (ELE),8/1/2014,"432,524.51","-300,364.51","132,160.00",015/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-133,999.00","134,000.00",0
3765,0,5/31/2018,1,PC,BATTERY CHARGER 20AMPS 110VDC,5/1/2018,"104,000.00","-103,999.00",1,005/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-133,999.00","134,000.00",0
4064,0,7/31/2021,1,SET,"DRUM PUMP,PORTABLE ROTARY PERSTALTIC (SHR REV.OS.)",7/1/2021,"140,000.00","-98,000.00","42,000.00",005/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-133,999.00","134,000.00",0
4214,0,6/30/2023,1,UN,"PH METER, HANDHELD ULTRAMETER II, CAPEX#200309",6/1/2023,"213,780.00","-67,697.00","146,083.00",005/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-133,999.00","134,000.00",0
4262,0,11/30/2023,1,SET,"CHARGING DEVICE, N2 GAS ACCUMULATOR (SHR TURBINE)",9/1/2023,"107,912.28","-28,778.28","79,134.00",005/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-225,999.00","226,000.00",0
